Material,Billing Doc.,Item,SALES OFFICE CODE,EXT MAT GROUP,MatGroup3,Star Rating,Segment,Star Rating.1,Stor. Location,SALES OFFICE CODE.1,SBU,Year,Month,Week,Billing Date,Customer,Material.1,Billing Quantity ODU,Billing Quantity IDU,Tonnage,Dealer Name,Tonnage.1
RKL50UV16VAF,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,Reliance Retail Limited,RKL50UV16VAF,130,0,1.5,,1.5
FTL50UV16U3,,,SBD,RA-IDU,RA,N3S,Non Inv,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,NATIONAL AIRCON INDIA PVT LTD,FTL50UV16U3,0,5,0,,0
RL50UV16U3,,,SBD,RA-ODU,RA,N3S,Non Inv,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,NATIONAL AIRCON INDIA PVT LTD,RL50UV16U3,5,0,1.5,,1.5
FTKC48UV16W,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,NATIONAL AIRCON INDIA PVT LTD,FTKC48UV16W,0,5,0,,0
RKC48UV16W,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,NATIONAL AIRCON INDIA PVT LTD,RKC48UV16W,5,0,0.75,,0.75
FTKM50UV16VA,,,SBD,RA-IDU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,NATIONAL AIRCON INDIA PVT LTD,FTKM50UV16VA,0,10,0,,0
RKM50UV16VA,,,SBD,RA-ODU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,NATIONAL AIRCON INDIA PVT LTD,RKM50UV16VA,10,0,1.5,,1.5
FTKM50UV16VA,,,SBD,RA-IDU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,NATIONAL AIRCON INDIA PVT LTD,FTKM50UV16VA,0,20,0,,0
RKM50UV16VA,,,SBD,RA-ODU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,NATIONAL AIRCON INDIA PVT LTD,RKM50UV16VA,20,0,1.5,,1.5
FTKM50UV16VA,,,SBD,RA-IDU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,Q9 ELECTRONICS,FTKM50UV16VA,0,4,0,,0
RKM50UV16VA,,,SBD,RA-ODU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,Q9 ELECTRONICS,RKM50UV16VA,4,0,1.5,,1.5
FTKM50UV16VA,,,SBD,RA-IDU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,Q9 ELECTRONICS,FTKM50UV16VA,0,4,0,,0
RKM50UV16VA,,,SBD,RA-ODU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,Q9 ELECTRONICS,RKM50UV16VA,4,0,1.5,,1.5
FTL50UV16U3,,,SBD,RA-IDU,RA,N3S,Non Inv,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,Q9 ELECTRONICS,FTL50UV16U3,0,2,0,,0
RL50UV16U3,,,SBD,RA-ODU,RA,N3S,Non Inv,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,Q9 ELECTRONICS,RL50UV16U3,2,0,1.5,,1.5
MTKL35UV16W,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,FLIPKART INDIA PRIVATE LIMITED,MTKL35UV16W,0,49,0,,0
RKL35UV16W,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,FLIPKART INDIA PRIVATE LIMITED,RKL35UV16W,49,0,1,,1
FTKL71UV16T,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,FLIPKART INDIA PRIVATE LIMITED,FTKL71UV16T,0,20,0,,0
RKL71UV16T,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,FLIPKART INDIA PRIVATE LIMITED,RKL71UV16T,20,0,2.2,,2.2
ATKL60UV16U,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,FLIPKART INDIA PRIVATE LIMITED,ATKL60UV16U,0,60,0,,0
RKL60UV16U,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,FLIPKART INDIA PRIVATE LIMITED,RKL60UV16U,60,0,1.8,,1.8
MTKM35UV16W,,,SBD,RA-IDU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,FLIPKART INDIA PRIVATE LIMITED,MTKM35UV16W,0,25,0,,0
RKM35UV16W,,,SBD,RA-ODU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,FLIPKART INDIA PRIVATE LIMITED,RKM35UV16W,25,0,1,,1
ATKL50UV16VAF,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,CCS AIRCON SYSTEMS,ATKL50UV16VAF,0,50,1.5,,1.5
RKL50UV16VAF,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,CCS AIRCON SYSTEMS,RKL50UV16VAF,50,0,1.5,,1.5
FTKC48UV16W,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,Air Tech Cooling Services,FTKC48UV16W,0,3,0,,0
RKC48UV16W,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,Air Tech Cooling Services,RKC48UV16W,3,0,0.75,,0.75
FTKL60UV16U,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,Air Tech Cooling Services,FTKL60UV16U,0,1,0,,0
RKL60UV16U,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,Air Tech Cooling Services,RKL60UV16U,1,0,1.8,,1.8
RKL35UV16W,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,Air Tech Cooling Services,RKL35UV16W,1,0,1,,1
FTKL35UV16W,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,Air Tech Cooling Services,FTKL35UV16W,0,1,0,,0
FTKM50UV16VA,,,SBD,RA-IDU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,27/04/2024,Tanmayi Aircon,FTKM50UV16VA,0,2,0,,0
RKL50UV16VAF,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,ELECTRONICS MART INDIA LIMITED,RKL50UV16VAF,15,0,1.5,,1.5
ATKL50UV16VAF,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,ELECTRONICS MART INDIA LIMITED,ATKL50UV16VAF,0,15,1.5,,1.5
RL50UV16U3,,,SBD,RA-ODU,RA,N3S,Non Inv,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,NATIONAL AIRCON INDIA PVT LTD,RL50UV16U3,7,0,1.5,,1.5
FTL50UV16U3,,,SBD,RA-IDU,RA,N3S,Non Inv,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,NATIONAL AIRCON INDIA PVT LTD,FTL50UV16U3,0,7,0,,0
RKC48UV16W,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,NATIONAL AIRCON INDIA PVT LTD,RKC48UV16W,11,0,0.75,,0.75
FTKC48UV16W,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,NATIONAL AIRCON INDIA PVT LTD,FTKC48UV16W,0,11,0,,0
RKL50UV16VAF,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,Mittapally Enterprises,RKL50UV16VAF,9,0,1.5,,1.5
ATKL50UV16VAF,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,Mittapally Enterprises,ATKL50UV16VAF,0,9,1.5,,1.5
RKL50UV16VAF,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,Mittapally Enterprises,RKL50UV16VAF,10,0,1.5,,1.5
ATKL50UV16VAF,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,Mittapally Enterprises,ATKL50UV16VAF,0,10,1.5,,1.5
RKM35UV16W,,,SBD,RA-ODU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,HEM SAI ELECTRONICS,RKM35UV16W,5,0,1,,1
FTKM35UV16W,,,SBD,RA-IDU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,HEM SAI ELECTRONICS,FTKM35UV16W,0,5,0,,0
RKM50UV16VA,,,SBD,RA-ODU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,NATIONAL AIRCON INDIA PVT LTD,RKM50UV16VA,30,0,1.5,,1.5
FTKM50UV16VA,,,SBD,RA-IDU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,NATIONAL AIRCON INDIA PVT LTD,FTKM50UV16VA,0,30,0,,0
RKC48UV16W,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,CCS AIRCON SYSTEMS,RKC48UV16W,60,0,0.75,,0.75
FTKC48UV16W,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,CCS AIRCON SYSTEMS,FTKC48UV16W,0,60,0,,0
ATKL50UV16VAF,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,ELECTRONICS MART INDIA LIMITED,ATKL50UV16VAF,0,10,1.5,,1.5
RKL50UV16VAF,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,Focus Air Conditioning Solutions,RKL50UV16VAF,5,0,1.5,,1.5
ATKL50UV16VAF,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,Focus Air Conditioning Solutions,ATKL50UV16VAF,0,5,1.5,,1.5
RKL50UV16VAF,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,ANIL ELECTRONICS,RKL50UV16VAF,3,0,1.5,,1.5
ATKL50UV16VAF,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,ANIL ELECTRONICS,ATKL50UV16VAF,0,3,1.5,,1.5
RKL50UV16VAF,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,Air Tech Cooling Services,RKL50UV16VAF,4,0,1.5,,1.5
ATKL50UV16VAF,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,Air Tech Cooling Services,ATKL50UV16VAF,0,4,1.5,,1.5
FTKL35UV16W,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,PRENCON PRIVATE LIMITED,FTKL35UV16W,0,2,0,,0
RKC48UV16W,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,PRENCON PRIVATE LIMITED,RKC48UV16W,3,0,0.75,,0.75
FTKC48UV16W,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,PRENCON PRIVATE LIMITED,FTKC48UV16W,0,3,0,,0
RKL35UV16W,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,PRENCON PRIVATE LIMITED,RKL35UV16W,2,0,1,,1
RKL71UV16T,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,GK MEP ENGINEERS,RKL71UV16T,3,0,2.2,,2.2
FTKL71UV16T,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,GK MEP ENGINEERS,FTKL71UV16T,0,3,0,,0
RKC48UV16W,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,Cooltech Engineering,RKC48UV16W,5,0,0.75,,0.75
FTKC48UV16W,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,Cooltech Engineering,FTKC48UV16W,0,5,0,,0
RKL35UV16W,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,CCS AIRCON SYSTEMS,RKL35UV16W,9,0,1,,1
FTKL35UV16W,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,CCS AIRCON SYSTEMS,FTKL35UV16W,0,9,0,,0
RL50UV16U3,,,SBD,RA-ODU,RA,N3S,Non Inv,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,CCS AIRCON SYSTEMS,RL50UV16U3,9,0,1.5,,1.5
FTL50UV16U3,,,SBD,RA-IDU,RA,N3S,Non Inv,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,CCS AIRCON SYSTEMS,FTL50UV16U3,0,9,0,,0
RKL60UV16U,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,CCS AIRCON SYSTEMS,RKL60UV16U,10,0,1.8,,1.8
FTKL60UV16U,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,CCS AIRCON SYSTEMS,FTKL60UV16U,0,10,0,,0
RKL35UV16W,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,CCS AIRCON SYSTEMS,RKL35UV16W,5,0,1,,1
FTKL35UV16W,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,CCS AIRCON SYSTEMS,FTKL35UV16W,0,5,0,,0
RKM35UV16W,,,SBD,RA-ODU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,CCS AIRCON SYSTEMS,RKM35UV16W,5,0,1,,1
FTKM35UV16W,,,SBD,RA-IDU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,CCS AIRCON SYSTEMS,FTKM35UV16W,0,5,0,,0
RKL71UV16T,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,CCS AIRCON SYSTEMS,RKL71UV16T,10,0,2.2,,2.2
FTKL71UV16T,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,CCS AIRCON SYSTEMS,FTKL71UV16T,0,10,0,,0
RKM50UV16VA,,,SBD,RA-ODU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,CCS AIRCON SYSTEMS,RKM50UV16VA,25,0,1.5,,1.5
FTKM50UV16VA,,,SBD,RA-IDU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,CCS AIRCON SYSTEMS,FTKM50UV16VA,0,25,0,,0
RKL50UV16VAF,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,28/04/2024,ELECTRONICS MART INDIA LIMITED,RKL50UV16VAF,10,0,1.5,,1.5
RKM50UV16VA,,,SBD,RA-ODU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,Mittapally Enterprises,RKM50UV16VA,1,0,1.5,,1.5
FTKM50UV16VA,,,SBD,RA-IDU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,Mittapally Enterprises,FTKM50UV16VA,0,1,0,,0
RKM50UV16VA,,,SBD,RA-ODU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,SONOVISION ELECTRONICS PRIVATE LIMI,RKM50UV16VA,20,0,1.5,,1.5
FTKM50UV16VA,,,SBD,RA-IDU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,SONOVISION ELECTRONICS PRIVATE LIMI,FTKM50UV16VA,0,20,0,,0
RKM60UV16U,,,SBD,RA-ODU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,SONOVISION ELECTRONICS PRIVATE LIMI,RKM60UV16U,1,0,1.8,,1.8
FTKM60UV16U,,,SBD,RA-IDU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,SONOVISION ELECTRONICS PRIVATE LIMI,FTKM60UV16U,0,1,0,,0
RKM50UV16VA,,,SBD,RA-ODU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,SRI COMFORT AIR PRODUCTS AND SERVIC,RKM50UV16VA,35,0,1.5,,1.5
FTKM50UV16VA,,,SBD,RA-IDU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,SRI COMFORT AIR PRODUCTS AND SERVIC,FTKM50UV16VA,0,35,0,,0
RKL71UV16T,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,SRI COMFORT AIR PRODUCTS AND SERVIC,RKL71UV16T,5,0,2.2,,2.2
FTKL71UV16T,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,SRI COMFORT AIR PRODUCTS AND SERVIC,FTKL71UV16T,0,5,0,,0
RL28UV16W1,,,SBD,RA-ODU,RA,N3S,Non Inv,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,Air Tech Cooling Services,RL28UV16W1,2,0,0.8,,0.8
RKL50UV16VAF,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,JD ENGINEERING,RKL50UV16VAF,8,0,1.5,,1.5
ATKL50UV16VAF,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,JD ENGINEERING,ATKL50UV16VAF,0,8,1.5,,1.5
RKL50UV16VAF,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,SRI COMFORT AIR PRODUCTS AND SERVIC,RKL50UV16VAF,15,0,1.5,,1.5
ATKL50UV16VAF,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,SRI COMFORT AIR PRODUCTS AND SERVIC,ATKL50UV16VAF,0,15,1.5,,1.5
FTL28UV16W1,,,SBD,RA-IDU,RA,N3S,Non Inv,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,Air Tech Cooling Services,FTL28UV16W1,0,2,0,,0
RKL35UV16W3,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,Air Tech Cooling Services,RKL35UV16W3,1,0,1,,1
FTKL35UV16W3,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,Air Tech Cooling Services,FTKL35UV16W3,0,1,0,,0
RKL71UV16T,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,Air Tech Cooling Services,RKL71UV16T,1,0,2.2,,2.2
FTKL71UV16T,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,Air Tech Cooling Services,FTKL71UV16T,0,1,0,,0
RKM50UV16VA,,,SBD,RA-ODU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,SRI COMFORT AIR PRODUCTS AND SERVIC,RKM50UV16VA,25,0,1.5,,1.5
FTKM50UV16VA,,,SBD,RA-IDU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,SRI COMFORT AIR PRODUCTS AND SERVIC,FTKM50UV16VA,0,25,0,,0
RKM35UV16W,,,SBD,RA-ODU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,VIJAY SALES (INDIA) PRIVATE LIMITED,RKM35UV16W,20,0,1,,1
FTKM35UV16W,,,SBD,RA-IDU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,VIJAY SALES (INDIA) PRIVATE LIMITED,FTKM35UV16W,0,20,0,,0
RKM60UV16U,,,SBD,RA-ODU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,VIJAY SALES (INDIA) PRIVATE LIMITED,RKM60UV16U,3,0,1.8,,1.8
FTKM60UV16U,,,SBD,RA-IDU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,VIJAY SALES (INDIA) PRIVATE LIMITED,FTKM60UV16U,0,3,0,,0
RKM35UV16W,,,SBD,RA-ODU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,VIJAY SALES (INDIA) PRIVATE LIMITED,RKM35UV16W,5,0,1,,1
FTKM35UV16W,,,SBD,RA-IDU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,VIJAY SALES (INDIA) PRIVATE LIMITED,FTKM35UV16W,0,5,0,,0
RKL71UV16T,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,VIJAY SALES (INDIA) PRIVATE LIMITED,RKL71UV16T,10,0,2.2,,2.2
FTKL71UV16T,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,VIJAY SALES (INDIA) PRIVATE LIMITED,FTKL71UV16T,0,10,0,,0
RKM50UV16VA,,,SBD,RA-ODU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,SONOVISION ELECTRONICS PRIVATE LIMI,RKM50UV16VA,10,0,1.5,,1.5
FTKM50UV16VA,,,SBD,RA-IDU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,SONOVISION ELECTRONICS PRIVATE LIMI,FTKM50UV16VA,0,10,0,,0
RL50UV16U2,,,SBD,RA-ODU,RA,N3S,Non Inv,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,Q9 ELECTRONICS,RL50UV16U2,3,0,1.5,,1.5
FTL50UV16U2,,,SBD,RA-IDU,RA,N3S,Non Inv,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,Q9 ELECTRONICS,FTL50UV16U2,0,3,0,,0
RKL71UV16T,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,Q9 ELECTRONICS,RKL71UV16T,1,0,2.2,,2.2
FTKL71UV16T,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,Q9 ELECTRONICS,FTKL71UV16T,0,1,0,,0
RKC48UV16W,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,Q9 ELECTRONICS,RKC48UV16W,2,0,0.75,,0.75
FTKC48UV16W,,,SBD,RA-IDU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,Q9 ELECTRONICS,FTKC48UV16W,0,2,0,,0
RKM50UV16VA,,,SBD,RA-ODU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,Q9 ELECTRONICS,RKM50UV16VA,6,0,1.5,,1.5
ATKM50UV16VA,,,SBD,RA-IDU,RA,I5S,Inverter,5 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,Q9 ELECTRONICS,ATKM50UV16VA,0,6,0,,0
RL50UV16U2,,,SBD,RA-ODU,RA,N3S,Non Inv,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,DHARMASHASTHA SERVICES,RL50UV16U2,4,0,1.5,,1.5
FTL50UV16U2,,,SBD,RA-IDU,RA,N3S,Non Inv,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,DHARMASHASTHA SERVICES,FTL50UV16U2,0,4,0,,0
RKL35UV16W,,,SBD,RA-ODU,RA,I3S,Inverter,3 Star,,SBD,RA,24-25 Q1,01) Apr,Wk 4,29/04/2024,DHARMASHASTHA SERVICES,RKL35UV16W,1,0,1,,1
